trans_period,DevelopmentRegion,RegionalDistrict,no_mkt_trans,no_resid_trans,no_resid_acreage_trans,resid_comm_count,no_resid_farm,no_resid_fam,no_res_1fam,no_resid_strata,no_resid_non_strata,no_resid_other,no_comm_tot,no_comm_comm,no_comm_strata_nores,no_comm_other,no_recr_tot,no_farm_tot,no_unkn_tot,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT
2016-10-15,Kootenay,KOOTENAY BOUNDARY,15,13,2,,,,11,,,,1,1,,,,,1,2747500,183166.7,138000,33685,1380
2016-10-22,Kootenay,KOOTENAY BOUNDARY,29,27,1,1,,,16,,,9,1,1,,,1,,,5615714,193645.3,173000,69091.14,1730
2016-10-01,Mainland/Southwest,FRASER VALLEY,159,152,11,6,3,1,57,29,1,44,5,4,,1,1,1,,92821246,583781.4,393000,1583955.62,4200
2016-10-08,Mainland/Southwest,FRASER VALLEY,213,167,5,2,4,,75,48,1,32,35,,2,33,9,2,,100336116,471061.6,395642.4,1508561.7,5000
2016-10-15,Mainland/Southwest,FRASER VALLEY,139,137,2,1,4,,64,41,,25,1,1,,,,1,,77900499,560435.2,399100,1355668.8,4700
2016-10-22,Mainland/Southwest,FRASER VALLEY,455,405,7,,3,1,149,100,2,143,3,1,,2,,19,28,184991149,406574,371000,2609432.59,4750
2016-10-01,Mainland/Southwest,METRO VANCOUVER,796,765,5,5,1,11,225,309,5,204,28,8,11,9,,1,2,732055407,919667.6,567499.5,15135468.13,9000
2016-10-08,Mainland/Southwest,METRO VANCOUVER,796,771,3,2,2,6,229,333,4,192,19,1,12,6,,,6,627638613,788490.7,520000,13231900.6,8279
2016-10-15,Mainland/Southwest,METRO VANCOUVER,1123,1099,6,1,3,10,208,344,6,521,19,6,8,5,,,5,830971891,739957.2,479566.5,17786263.04,7050
2016-10-22,Mainland/Southwest,METRO VANCOUVER,2124,2059,10,2,3,8,409,674,8,945,58,6,7,45,3,1,3,1776006197,836161.1,526845,38794354.96,8100
2016-10-01,Mainland/Southwest,SQUAMISH-LILLOOET,58,53,2,3,,,21,16,3,8,3,1,,2,2,,,37891461,653301,427017.2,636233.95,5719
2016-10-08,Mainland/Southwest,SQUAMISH-LILLOOET,39,39,2,1,1,,12,14,5,4,,,,,,,,22370784,573609.8,475000,383240.68,7500
2016-10-15,Mainland/Southwest,SQUAMISH-LILLOOET,39,35,5,,,,4,14,10,2,1,,,1,3,,,18356637,470683,320000,299633.75,4400
2016-10-22,Mainland/Southwest,SQUAMISH-LILLOOET,100,90,7,1,,,18,24,8,32,2,,1,1,8,,,58585926,585859.3,419500,1022867.72,6336.605
2016-10-01,Mainland/Southwest,SUNSHINE COAST,14,14,3,,,,8,2,,1,,,,,,,,6539298,467092.7,494750,100070,7895
2016-10-08,Mainland/Southwest,SUNSHINE COAST,20,20,2,,,,11,5,,2,,,,,,,,9238772,461938.6,404750,135264.5,5599
2016-10-15,Mainland/Southwest,SUNSHINE COAST,16,15,1,,,,8,5,,1,,,,,1,,,6969900,435618.8,403750,107498,6075
2016-10-22,Mainland/Southwest,SUNSHINE COAST,25,23,,,,,7,3,,13,,,,,,1,1,13857361,554294.4,422500,237637.22,6450
2016-10-01,Nechako & North Coast,BULKLEY-NECHAKO,15,15,4,,,,11,,,,,,,,,,,2390415,159361,145000,28984.15,1450
2016-10-08,Nechako & North Coast,BULKLEY-NECHAKO,15,14,4,,,,9,,,1,1,1,,,,,,3419250,227950,245900,43994,2918
2016-10-15,Nechako & North Coast,BULKLEY-NECHAKO,10,8,1,,,,6,,,1,,,,,2,,,1770231,177023.1,163350,21386.12,1683.5
2016-10-22,Nechako & North Coast,BULKLEY-NECHAKO,31,27,4,,2,,13,,,8,3,,,3,,1,,8340915,269061.8,205000,120822.15,2100
2016-10-01,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,8,8,,,,,6,1,,1,,,,,,,,1482000,185250,153750,19445,1707.5
2016-10-08,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,19,17,1,,,,12,3,1,,2,2,,,,,,3329850,175255.3,150000,35941.67,1250
2016-10-15,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,15,14,1,1,,,11,,,1,1,1,,,,,,2748190,183212.7,200000,33496.9,2000
2016-10-22,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,20,20,2,,,,10,,,8,,,,,,,,4970300,248515,246250,66878,2925
2016-10-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,26,21,2,,1,,15,,1,2,1,1,,,,3,1,5739855,220763.7,240000,74982.5,2800
2016-10-08,Northeast,NORTHERN ROCKIES-PEACE RIVER,20,16,2,,,,12,1,1,,4,4,,,,,,6298486,314924.3,263250,74650,2150
2016-10-15,Northeast,NORTHERN ROCKIES-PEACE RIVER,25,19,5,,,,11,,,3,,,,,1,5,,5405351,216214,255000,69487.05,2000
2016-10-22,Northeast,NORTHERN ROCKIES-PEACE RIVER,49,40,5,,1,,26,,,8,5,2,,3,,3,1,49873210,1017820.6,260000,1239099.18,3100
2016-10-01,Thompson/Okanagan,CENTRAL OKANAGAN,139,134,7,,2,,72,29,1,23,4,3,,1,1,,,75315147,541835.6,419000,1213096.96,6200
2016-10-08,Thompson/Okanagan,CENTRAL OKANAGAN,143,136,6,,1,,70,40,,19,3,1,,2,2,2,,73463104,513728,465900,1150570.71,7140
2016-10-15,Thompson/Okanagan,CENTRAL OKANAGAN,125,124,3,,2,,70,35,1,13,1,1,,,,,,67822943,542583.5,440000,1138469.99,6790
2016-10-22,Thompson/Okanagan,CENTRAL OKANAGAN,309,303,6,,3,1,91,61,1,140,4,,1,3,,2,,176055423,569758.6,450000,2972598.13,6740
2016-10-01,Thompson/Okanagan,COLUMBIA SHUSWAP,32,31,4,,,,19,4,,4,1,1,,,,,,11495070,359221,284750,165139.98,3645
2016-10-08,Thompson/Okanagan,COLUMBIA SHUSWAP,31,30,2,,,2,24,1,,1,,,,,,1,,10482600,338148.4,305000,159166,4100
2016-10-15,Thompson/Okanagan,COLUMBIA SHUSWAP,27,26,4,1,2,1,16,1,,1,,,,,,1,,9244300,342381.5,320000,128518.72,4200
2016-10-22,Thompson/Okanagan,COLUMBIA SHUSWAP,61,52,5,2,,1,21,5,,18,3,1,,2,3,,3,20718850,339653.3,275000,312231.5,3500
2016-10-01,Thompson/Okanagan,NORTH OKANAGAN,58,49,3,1,4,1,24,9,,7,6,5,,1,3,,,30401240,524159.3,320000,562537.81,4400
2016-10-08,Thompson/Okanagan,NORTH OKANAGAN,66,62,6,,1,1,38,8,,8,1,,1,,1,2,,21707121,328895.8,292500,290714.92,3280
2016-10-15,Thompson/Okanagan,NORTH OKANAGAN,68,63,4,,4,,42,5,,8,2,1,,1,1,2,,27917329,410549,339750,432471.58,4770
2016-10-22,Thompson/Okanagan,NORTH OKANAGAN,115,107,7,,1,,44,16,,39,5,1,,4,3,,,50913234,442723.8,370000,770593.78,5300
2016-10-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,64,63,3,,1,1,35,16,,7,1,1,,,,,,20405274,318832.4,282807.7,271474.53,3350
2016-10-08,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,64,61,,,3,,37,16,,5,2,2,,,1,,,23093511,360836.1,330000,331072.44,4480
2016-10-15,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,55,54,3,1,1,2,34,8,,5,,,,,,1,,19920700,362194.5,322500,273170.63,3600
2016-10-22,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,101,95,6,1,,,29,15,,44,3,3,,,1,2,,37372825,370028,300000,525239.7,3750
2016-10-01,Thompson/Okanagan,THOMPSON-NICOLA,63,59,8,1,,,27,12,,11,3,2,,1,1,,,24464944,388332.4,327700,363586.75,3570
2016-10-08,Thompson/Okanagan,THOMPSON-NICOLA,87,85,4,1,1,,60,11,,8,1,1,,,1,,,27622591,317501,315000,363025.3,3620
2016-10-15,Thompson/Okanagan,THOMPSON-NICOLA,76,75,3,,2,,54,7,,9,,,,,,1,,23608172,310633.8,307000,322129.53,3850
2016-10-22,Thompson/Okanagan,THOMPSON-NICOLA,149,141,2,,1,1,66,16,4,51,6,3,,3,1,,1,50744840,340569.4,320000,715791.49,4094
2016-10-01,Unknown/Rural,RURAL-UNKNOWN,95,82,21,1,,,44,4,1,11,3,2,,1,9,1,,33118729,348618.2,250000,491800.07,2800
2016-10-08,Unknown/Rural,RURAL-UNKNOWN,75,65,18,,1,,36,3,,7,1,1,,,6,2,1,19018517,253580.2,227500,260780.56,2333.33
2016-10-15,Unknown/Rural,RURAL-UNKNOWN,88,72,19,,3,,40,3,1,6,1,,1,,5,3,7,22675860,257680.2,206250,326416.61,2125
2016-10-22,Unknown/Rural,RURAL-UNKNOWN,161,153,32,,,,51,5,,65,2,,,2,6,,,65067662,404147,310000,1024861.22,3900
2016-10-01,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,24,24,1,,,1,21,1,,,,,,,,,,7147450,297810.4,247750,100478.5,2955
2016-10-08,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,26,26,,,1,1,22,2,,,,,,,,,,8089500,311134.6,314000,113687.5,4280
2016-10-15,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,16,15,,,,,11,3,,1,,,,,1,,,3250900,203181.2,127500,42918,1275
2016-10-22,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,56,54,1,,,1,17,3,1,31,1,1,,,1,,,21010115,375180.6,302500,309989.79,4050
2016-10-01,Vancouver Island/Coast,CAPITAL,156,142,1,1,,1,65,43,,31,13,11,,2,,,1,96381853,617832.4,471000,1591093.66,6692
2016-10-08,Vancouver Island/Coast,CAPITAL,179,175,16,,,3,74,46,2,34,2,2,,,,,2,119123317,665493.4,500000,1996374.57,7700
2016-10-15,Vancouver Island/Coast,CAPITAL,138,135,7,1,,,67,39,1,20,3,1,,2,,,,95178464,689699,585000,1604730.15,9415
2016-10-22,Vancouver Island/Coast,CAPITAL,434,427,2,2,1,4,107,61,,250,4,1,,3,1,,2,268124534,617798.5,516500,4219715.56,7770
2016-10-01,Vancouver Island/Coast,COMOX VALLEY,44,41,,,,,29,8,,4,1,,,1,1,,1,14688090,333820.2,297750,200986.79,3335
2016-10-08,Vancouver Island/Coast,COMOX VALLEY,36,30,3,,,,23,,,4,3,,1,2,1,,2,13206530,366848.1,395000,175725.8,5150
2016-10-15,Vancouver Island/Coast,COMOX VALLEY,40,39,3,2,,,24,6,,4,,,,,1,,,14399057,359976.4,309500,191951.4,4050
2016-10-22,Vancouver Island/Coast,COMOX VALLEY,93,89,7,1,,,31,7,1,42,3,2,,1,,,1,44429528,477736.9,375950,731352.28,5000
2016-10-01,Vancouver Island/Coast,COWICHAN VALLEY,38,37,4,1,1,1,19,7,1,3,1,1,,,,,,12906163,339635.9,292500,184868.26,3850
2016-10-08,Vancouver Island/Coast,COWICHAN VALLEY,38,37,2,,,,27,4,,4,1,1,,,,,,12153731,319835,327500,160773.32,3959
2016-10-15,Vancouver Island/Coast,COWICHAN VALLEY,26,25,3,1,,,16,4,,1,1,1,,,,,,8057715,309912.1,251000,107885.77,2990
2016-10-22,Vancouver Island/Coast,COWICHAN VALLEY,70,69,3,1,,,24,6,,35,1,,,1,,,,26534150,379059.3,343000,397348,4710
2016-10-01,Vancouver Island/Coast,NANAIMO,118,116,8,,,1,67,11,,29,2,1,,1,,,,45193425,382995.1,350000,644923.77,4790
2016-10-08,Vancouver Island/Coast,NANAIMO,93,93,8,,,,57,18,,10,,,,,,,,34770952,373881.2,361000,484650.25,5098
2016-10-15,Vancouver Island/Coast,NANAIMO,99,97,11,1,,,48,19,2,16,2,,1,1,,,,37188690,375643.3,270000,522541.77,3060
2016-10-22,Vancouver Island/Coast,NANAIMO,241,233,6,,,,77,21,1,128,4,,,4,4,,,102431884,425028.6,385759.2,1446358.3,5160
2016-10-01,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,13,12,,,,,6,4,,2,,,,,,1,,2989450,229957.7,150000,41333.5,1500
2016-10-08,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,16,16,1,1,,,9,2,,3,,,,,,,,3992900,249556.2,230000,51518,2600
2016-10-15,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,19,18,,,,,16,,,2,1,1,,,,,,5213788,274409.9,265000,72450.76,3300
2016-10-22,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,23,22,1,,1,,7,1,,12,1,,,1,,,,6908825,300383.7,256000,94332.25,3120
2016-10-01,Vancouver Island/Coast,STRATHCONA,35,34,,,,,30,3,,1,,,,,1,,,8956767,255907.6,268900,117851.34,3378
2016-10-08,Vancouver Island/Coast,STRATHCONA,20,18,1,,,,13,2,,2,1,1,,,1,,,6062659,303133,304700,75399.59,3700
2016-10-15,Vancouver Island/Coast,STRATHCONA,28,27,1,,,,23,3,,,,,,,1,,,9194350,328369.6,276000,123570.5,3300
2016-10-22,Vancouver Island/Coast,STRATHCONA,61,60,1,1,,,26,4,,28,,,,,1,,,17679000,289819.7,286000,220558,3396
