trans_period,DevelopmentRegion,RegionalDistrict,no_mkt_trans,no_resid_trans,no_resid_acreage_trans,resid_comm_count,no_resid_farm,no_resid_fam,no_res_1fam,no_resid_strata,no_resid_non_strata,no_resid_other,no_comm_tot,no_comm_comm,no_comm_strata_nores,no_comm_other,no_recr_tot,no_farm_tot,no_unkn_tot,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT
2016-08-08,Nechako & North Coast,BULKLEY-NECHAKO,22,21,7,,3,,10,1,,,,,,,1,,,4602140,209188.2,207120,58059.8,1675
2016-08-15,Nechako & North Coast,BULKLEY-NECHAKO,29,29,9,2,,,18,,,,,,,,,,,6048304,208562.2,195000,75519.49,1950
2016-08-22,Nechako & North Coast,BULKLEY-NECHAKO,43,43,15,5,,,22,,,1,,,,,,,,7595500,176639.5,175000,92915,1750
2016-08-01,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,11,9,,,,,9,,,,2,2,,,,,,3422600,311145.5,265000,50155,3300
2016-08-08,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,21,18,1,,,,16,1,,,3,3,,,,,,7216500,343642.9,205000,114580,2100
2016-08-15,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,17,16,3,,,,13,,,,,,,,,,1,4230600,248858.8,269900,56010,3398
2016-08-22,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,35,32,2,,,,29,,,1,2,2,,,,,1,8635400,246725.7,220000,115985,2400
2016-08-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,24,14,2,,1,,10,,,1,8,5,,3,,2,,29781556,1240898.2,358750,684002.43,4850
2016-08-08,Northeast,NORTHERN ROCKIES-PEACE RIVER,23,19,2,,1,,14,2,,,4,3,,1,,,,10890142,473484.4,335000,166831.5,3560
2016-08-15,Northeast,NORTHERN ROCKIES-PEACE RIVER,25,22,6,,,,15,1,,,2,2,,,,1,,6814454,272578.2,225000,92296.3,2180
2016-08-22,Northeast,NORTHERN ROCKIES-PEACE RIVER,44,38,2,,,,32,1,,3,,,,,1,4,1,12137588,275854.3,252000,136936.29,2475
2016-08-01,Thompson/Okanagan,CENTRAL OKANAGAN,196,192,4,,,,105,60,2,21,4,3,1,,,,,103266605,526870.4,432500,1687366.94,6140
2016-08-08,Thompson/Okanagan,CENTRAL OKANAGAN,129,127,3,1,,,65,48,,10,2,1,,1,,,,65742796,509634.1,435000,1051572.27,6640
2016-08-15,Thompson/Okanagan,CENTRAL OKANAGAN,257,257,4,4,,,155,67,1,26,,,,,,,,130996592,509714.4,452754.9,2060531.64,6700
2016-08-22,Thompson/Okanagan,CENTRAL OKANAGAN,466,455,6,2,1,,271,140,1,34,7,2,3,2,1,1,2,237384787,509409.4,433950,3750644.19,6526.5
2016-08-01,Thompson/Okanagan,COLUMBIA SHUSWAP,25,24,5,,,,17,2,,,1,1,,,,,,8896820,355872.8,300000,124908,3800
2016-08-08,Thompson/Okanagan,COLUMBIA SHUSWAP,36,35,2,1,2,,24,4,,2,1,1,,,,,,11104038,308445.5,291250,152419.36,3749
2016-08-15,Thompson/Okanagan,COLUMBIA SHUSWAP,72,56,4,1,4,,36,7,,4,3,2,,1,12,,1,21769468,302353.7,258750,323604.68,3175
2016-08-22,Thompson/Okanagan,COLUMBIA SHUSWAP,79,76,7,3,1,1,51,11,,2,2,,,2,,1,,26094566,330311,315000,380570.66,4300
2016-08-01,Thompson/Okanagan,NORTH OKANAGAN,73,72,6,,1,,47,15,,3,1,,,1,,,,29354818,402120.8,359900,418276.5,4700
2016-08-08,Thompson/Okanagan,NORTH OKANAGAN,51,51,3,,1,,29,17,,1,,,,,,,,19625126,384806.4,330000,284762.1,4500
2016-08-15,Thompson/Okanagan,NORTH OKANAGAN,100,99,8,1,1,,63,16,,10,1,1,,,,,,42555129,425551.3,357063,649161.96,4974
2016-08-22,Thompson/Okanagan,NORTH OKANAGAN,171,166,11,,7,,103,32,,13,4,4,,,,1,,66294573,387687.6,360100,951280.78,4900
2016-08-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,65,62,10,,,1,33,17,,1,3,2,,1,,,,25981588,399716.7,320000,391346.26,4000
2016-08-08,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,48,41,5,,2,2,25,5,1,1,4,,,4,3,,,13996989,291603.9,240750,189671.15,2800
2016-08-15,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,99,94,5,1,1,1,53,23,1,9,,,,,4,1,,34612716,349623.4,315000,464954.38,3940
2016-08-22,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,164,154,9,4,3,1,98,27,,12,4,4,,,1,5,,74210089,452500.5,337750,1229538.86,4570
2016-08-01,Thompson/Okanagan,THOMPSON-NICOLA,78,76,6,,1,,55,11,,3,1,,1,,,1,,29427372,377274,350000,417828.55,4850
2016-08-08,Thompson/Okanagan,THOMPSON-NICOLA,79,72,7,,3,,50,11,,1,1,1,,,2,4,,21374319,270561,251700,282296.57,2748
2016-08-15,Thompson/Okanagan,THOMPSON-NICOLA,121,113,8,,4,,79,16,,6,3,,2,1,1,2,2,42493282,351184.1,340000,585479.81,4400
2016-08-22,Thompson/Okanagan,THOMPSON-NICOLA,226,220,12,3,3,,159,39,2,2,1,,1,,1,4,,75464676,333914.5,327000,1012260.54,3870
2016-08-01,Unknown/Rural,RURAL-UNKNOWN,138,125,19,1,1,,76,25,,3,4,,4,,4,4,1,62250150,451088,317500,1058270.8,4250
2016-08-08,Unknown/Rural,RURAL-UNKNOWN,101,92,21,,1,,55,12,1,2,1,1,,,7,1,,47395894,469266.3,364761.9,773991.08,5000
2016-08-15,Unknown/Rural,RURAL-UNKNOWN,120,109,20,1,1,,65,12,,10,2,1,,1,7,1,1,48687674,405730.6,330000,826401.21,4150
2016-08-22,Unknown/Rural,RURAL-UNKNOWN,256,243,38,2,6,,155,38,1,3,3,3,,,4,5,1,112028612,437611.8,364500,1736496.41,4790
2016-08-01,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,18,17,2,,,,14,1,,,,,,,1,,,7285710,404761.7,310000,110969.2,4200
2016-08-08,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,23,23,2,1,,,19,,,1,,,,,,,,6157925,267735.9,229000,85489.25,2580
2016-08-15,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,36,36,3,1,,,28,3,1,,,,,,,,,12439900,345552.8,266150,185247,3323
2016-08-22,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,58,54,1,3,,1,37,9,1,2,3,1,,2,1,,,16276170,280623.6,199500,230320.8,1995
2016-08-01,Vancouver Island/Coast,CAPITAL,275,272,6,,,4,155,87,2,18,3,1,2,,,,,159929863,581563.1,530000,2614782.27,8560
2016-08-08,Vancouver Island/Coast,CAPITAL,159,158,4,,1,4,93,46,2,8,1,1,,,,,,96796996,608786.1,525000,1626778.39,7930
2016-08-15,Vancouver Island/Coast,CAPITAL,320,318,8,3,2,4,165,107,,29,2,2,,,,,,205224333,641326,495071.4,3506870.21,7610
2016-08-22,Vancouver Island/Coast,CAPITAL,563,558,15,2,1,9,303,202,1,25,4,4,,,,,1,345191828,613129.4,525000,5677507.99,8200
2016-08-01,Vancouver Island/Coast,COMOX VALLEY,69,68,4,,2,,50,9,1,2,,,,,1,,,25496062,369508.1,345000,355320.21,4800
2016-08-08,Vancouver Island/Coast,COMOX VALLEY,45,44,2,,,,31,2,,9,1,1,,,,,,14914148,331425.5,278000,171730.94,3160
2016-08-15,Vancouver Island/Coast,COMOX VALLEY,82,82,5,,3,,49,14,,11,,,,,,,,30174863,367986.1,335750,400512.59,3670
2016-08-22,Vancouver Island/Coast,COMOX VALLEY,142,125,11,,,,89,18,1,6,16,4,9,3,,1,,56760356,399720.8,350054.5,851213.05,4520
2016-08-01,Vancouver Island/Coast,COWICHAN VALLEY,49,47,2,,1,,37,6,,1,2,1,,1,,,,18307369,373619.8,365000,266407.73,5240
2016-08-08,Vancouver Island/Coast,COWICHAN VALLEY,35,34,3,,,,18,6,1,6,,,,,1,,,12742921,364083.5,346899.2,173600.43,4500
2016-08-15,Vancouver Island/Coast,COWICHAN VALLEY,61,60,8,1,1,,34,13,,3,1,1,,,,,,23928721,392274.1,345000,343638.51,4598
2016-08-22,Vancouver Island/Coast,COWICHAN VALLEY,104,104,13,2,2,,72,11,,4,,,,,,,,37486951,360451.4,343450,540047.49,4771.49
2016-08-01,Vancouver Island/Coast,NANAIMO,133,125,15,1,1,1,81,23,1,2,6,4,2,,1,,1,63873908,480254.9,357000,1013064.05,4400
2016-08-08,Vancouver Island/Coast,NANAIMO,96,93,3,1,,,69,12,2,6,,,,,1,1,1,39206605,408402.1,383250,580923.24,5374
2016-08-15,Vancouver Island/Coast,NANAIMO,183,182,12,1,1,1,125,31,,11,,,,,1,,,71354393,389914.7,348750,1015734.48,4400
2016-08-22,Vancouver Island/Coast,NANAIMO,346,340,12,1,,,231,63,2,31,4,3,,1,1,,1,164344034,474982.8,371750,2715912.57,5300
2016-08-01,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,25,22,3,,,1,18,,,,2,2,,,,,1,7052474,282099,197500,96067.48,1960
2016-08-08,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,16,16,,,,,13,1,,2,,,,,,,,3077700,192356.2,203500,37971,2095
2016-08-15,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,29,29,,,,,24,2,,3,,,,,,,,7597492,261982.5,269900,96679.92,3000
2016-08-22,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,43,43,5,,1,,34,1,,2,,,,,,,,12589692,292783.5,262000,168042.25,3100
2016-08-01,Vancouver Island/Coast,STRATHCONA,40,39,1,,,,27,9,,2,1,1,,,,,,12093995,302349.9,268200,157544.9,2625
2016-08-08,Vancouver Island/Coast,STRATHCONA,27,27,,,,,22,4,,1,,,,,,,,7609600,281837,315000,100273,3518
2016-08-15,Vancouver Island/Coast,STRATHCONA,34,33,2,,,1,26,4,,,1,,,1,,,,11546000,339588.2,325750,153869,4010
2016-08-22,Vancouver Island/Coast,STRATHCONA,64,62,4,1,,1,46,10,,,2,2,,,,,,20754460,324288.4,311000,275590.33,3830
