trans_period,DevelopmentRegion,RegionalDistrict,no_mkt_trans,no_resid_trans,no_resid_acreage_trans,resid_comm_count,no_resid_farm,no_resid_fam,no_res_1fam,no_resid_strata,no_resid_non_strata,no_resid_other,no_comm_tot,no_comm_comm,no_comm_strata_nores,no_comm_other,no_recr_tot,no_farm_tot,no_unkn_tot,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT
2016-09-22,Kootenay,KOOTENAY BOUNDARY,44,39,2,,,,26,4,,7,4,1,,3,1,,,10057045,228569.2,197500,133234.9,1975
2016-09-01,Mainland/Southwest,FRASER VALLEY,201,185,6,1,2,,114,51,,11,6,2,1,3,7,2,1,94361805,469461.7,410000,1489263.92,6000
2016-09-08,Mainland/Southwest,FRASER VALLEY,161,151,7,1,5,1,83,45,,9,5,3,1,1,4,1,,89717627,557252.3,420000,1584569.69,6400
2016-09-15,Mainland/Southwest,FRASER VALLEY,206,197,9,,3,,95,45,,45,2,2,,,1,6,,106396013,516485.5,370000,1677974.98,4949
2016-09-22,Mainland/Southwest,FRASER VALLEY,526,519,14,3,9,1,234,131,1,126,4,1,3,,1,1,1,240173163,456603,397500,3594679.04,5627
2016-09-01,Mainland/Southwest,METRO VANCOUVER,1024,995,7,1,1,14,330,490,9,143,26,8,16,2,1,2,,959894315,937396.8,582595,19500838.89,9010
2016-09-08,Mainland/Southwest,METRO VANCOUVER,912,896,11,2,6,13,289,418,12,145,10,3,4,3,1,4,1,796218121,873046.2,589900,15404058.06,9201.01
2016-09-15,Mainland/Southwest,METRO VANCOUVER,1155,1089,26,3,4,8,397,470,11,170,60,30,13,17,3,1,2,1241879230,1075220.1,622000,27273165.11,10400
2016-09-22,Mainland/Southwest,METRO VANCOUVER,2777,2664,22,5,10,15,791,1185,13,623,108,63,21,24,1,3,1,3013571594,1085189.6,585000,65690765.36,9500
2016-09-01,Mainland/Southwest,SQUAMISH-LILLOOET,64,61,5,,1,,22,19,9,5,1,,1,,2,,,33319100,520610.9,435000,536346,6150
2016-09-08,Mainland/Southwest,SQUAMISH-LILLOOET,48,44,1,,1,,14,16,5,7,1,1,,,3,,,30102417,627133.7,437400,504345.17,6748
2016-09-15,Mainland/Southwest,SQUAMISH-LILLOOET,53,49,1,,2,,12,28,6,,3,1,1,1,1,,,29986008,565773.7,420000,507416.95,6400
2016-09-22,Mainland/Southwest,SQUAMISH-LILLOOET,105,97,6,,,,19,46,18,8,2,1,,1,4,,2,67086350,638917.6,429000,1235173.48,6580
2016-09-01,Mainland/Southwest,SUNSHINE COAST,16,12,4,,,,7,1,,,3,2,,1,1,,,5639640,352477.5,349500,76131.81,4320
2016-09-08,Mainland/Southwest,SUNSHINE COAST,18,18,2,,,,14,2,,,,,,,,,,11131050,618391.7,508750,184108,8175
2016-09-15,Mainland/Southwest,SUNSHINE COAST,35,34,3,,,,27,4,,,,,,,1,,,15342693,438362.7,415500,231340.62,6100
2016-09-22,Mainland/Southwest,SUNSHINE COAST,62,58,5,3,,,33,5,,12,2,1,,1,,2,,44379843,715803.9,462500,835147.28,7100
2016-09-01,Nechako & North Coast,BULKLEY-NECHAKO,21,20,7,,1,,12,,,,,,,,,1,,4756050,226478.6,227000,59890.5,2540
2016-09-08,Nechako & North Coast,BULKLEY-NECHAKO,21,21,5,,1,2,12,,,1,,,,,,,,3504900,166900,165000,38568,1650
2016-09-15,Nechako & North Coast,BULKLEY-NECHAKO,21,19,8,,,,9,,,2,1,1,,,,1,,3062400,145828.6,144000,35734,1440
2016-09-22,Nechako & North Coast,BULKLEY-NECHAKO,51,44,10,3,1,,21,,,9,1,,,1,1,2,3,8409802,164898.1,140000,106423.54,1400
2016-09-01,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,20,13,,,,,12,1,,,,,,,,,7,3589738,179486.9,184500,44647.37,1845
2016-09-08,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,15,11,2,,,,8,1,,,2,2,,,,,2,3507539,233835.9,230000,47024.39,2600
2016-09-15,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,20,18,4,,,,13,1,,,1,1,,,,,1,3591000,179550,139000,47620,1390
2016-09-22,Nechako & North Coast,KITIMAT-STIKINE-NORTH COAST,29,29,1,1,,,23,2,,2,,,,,,,,6618549,228225.8,210000,84310.49,2200
2016-09-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,21,19,2,,1,,14,1,1,,1,1,,,,1,,9220038,439049.4,325000,162144.07,4500
2016-09-08,Northeast,NORTHERN ROCKIES-PEACE RIVER,22,18,1,,3,,13,,,1,1,,,1,,3,,4660348,211834,169950,63042.63,1699.5
2016-09-15,Northeast,NORTHERN ROCKIES-PEACE RIVER,25,24,3,,1,,19,,,1,1,1,,,,,,9368382,374735.3,305000,110738.75,3000
2016-09-22,Northeast,NORTHERN ROCKIES-PEACE RIVER,59,46,8,1,,,22,4,,11,2,2,,,1,10,,13447175,227918.2,199300,172666.67,1750
2016-09-01,Thompson/Okanagan,CENTRAL OKANAGAN,180,175,8,,2,,88,64,,13,4,3,1,,1,,,91405070,507805.9,406600,1452167.35,6018.5
2016-09-08,Thompson/Okanagan,CENTRAL OKANAGAN,144,138,3,1,1,1,69,50,,13,6,1,5,,,,,69481723,482512,417450,1061704.56,5481.5
2016-09-15,Thompson/Okanagan,CENTRAL OKANAGAN,176,172,3,,2,,92,49,1,25,1,1,,,2,1,,102076969,579982.8,439450,1725511.68,6399
2016-09-22,Thompson/Okanagan,CENTRAL OKANAGAN,431,419,6,4,,3,186,109,4,107,9,3,2,4,2,1,,244893845,568199.2,433500,4166438.55,6520
2016-09-01,Thompson/Okanagan,COLUMBIA SHUSWAP,36,33,6,,1,,22,3,,1,1,1,,,2,,,12553352,348704.2,317500,184433.52,4350
2016-09-08,Thompson/Okanagan,COLUMBIA SHUSWAP,42,41,9,,,,25,4,,3,1,1,,,,,,11985890,285378.3,323250,170391.43,4465
2016-09-15,Thompson/Okanagan,COLUMBIA SHUSWAP,45,43,3,,,,34,4,,2,2,1,1,,,,,16057848,356841.1,300000,241757.48,4000
2016-09-22,Thompson/Okanagan,COLUMBIA SHUSWAP,85,78,7,1,2,,43,7,,18,2,2,,,2,1,2,30855394,363004.6,325000,476727.5,4400
2016-09-01,Thompson/Okanagan,NORTH OKANAGAN,63,62,4,,,1,38,17,1,1,1,1,,,,,,24111325,382719.4,344000,348552.25,4670
2016-09-08,Thompson/Okanagan,NORTH OKANAGAN,58,55,8,,,1,35,9,,2,,,,,3,,,22713207,391607,361250,318674.56,5075
2016-09-15,Thompson/Okanagan,NORTH OKANAGAN,65,63,6,,5,,39,7,,6,,,,,2,,,26141426,402175.8,345000,370691.82,4360
2016-09-22,Thompson/Okanagan,NORTH OKANAGAN,196,182,16,1,3,1,99,36,,26,14,11,3,,,,,76689888,391274.9,350000,1147975.6,4765
2016-09-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,74,64,7,,1,1,40,12,,3,4,2,,2,2,4,,34116578,461034.8,342500,565022.14,4770
2016-09-08,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,65,63,3,,,,42,13,1,4,1,,,1,,1,,23155300,356235.4,325000,333311,4440
2016-09-15,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,74,67,5,,1,,44,15,1,1,4,2,2,,2,,1,22869864,309052.2,278000,310916.8,3320
2016-09-22,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,183,172,11,2,3,3,78,42,,33,7,4,1,2,4,,,74474511,406964.5,322175,1153159.78,4400
2016-09-01,Thompson/Okanagan,THOMPSON-NICOLA,96,91,10,,,,53,16,,12,2,2,,,1,,2,28375883,295582.1,230000,378218.99,2420
2016-09-08,Thompson/Okanagan,THOMPSON-NICOLA,60,58,7,,1,,33,8,,9,2,2,,,,,,20033764,333896.1,334500,259651.97,3455
2016-09-15,Thompson/Okanagan,THOMPSON-NICOLA,94,90,6,2,2,,62,14,2,2,1,1,,,2,1,,26205542,278782.4,291000,326892.34,3249
2016-09-22,Thompson/Okanagan,THOMPSON-NICOLA,200,190,17,3,1,1,104,34,,30,3,2,1,,3,4,,68386136,341930.7,325950,937966.81,4200
2016-09-01,Unknown/Rural,RURAL-UNKNOWN,106,95,28,1,2,,46,11,1,6,2,2,,,7,1,1,41430776,390856.4,291000,652549.76,3820
2016-09-08,Unknown/Rural,RURAL-UNKNOWN,71,65,16,1,2,,43,,1,2,,,,,5,,1,24786176,349101.1,210000,383199.77,2200
2016-09-15,Unknown/Rural,RURAL-UNKNOWN,119,111,34,,3,,64,8,,2,1,,1,,2,4,1,36839206,309573.2,239000,535360.75,2600
2016-09-22,Unknown/Rural,RURAL-UNKNOWN,263,217,38,2,3,,102,15,1,56,4,,2,2,19,17,6,105321980,400463.8,310000,1675211.51,3900
2016-09-01,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,40,38,4,1,,,28,4,,1,1,1,,,1,,,11603110,290077.8,221500,164345.1,2430
2016-09-08,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,17,17,1,,,,12,3,,1,,,,,,,,4219387,248199.3,178000,52819,1640
2016-09-15,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,24,22,,,,,19,3,,,2,,,2,,,,4559050,189960.4,166500,54174.5,1665
2016-09-22,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,61,58,4,2,,,38,4,,10,3,2,,1,,,,20168290,330627.7,253000,294482.9,3060
2016-09-01,Vancouver Island/Coast,CAPITAL,243,239,14,,1,5,123,80,,16,4,2,,2,,,,159480400,656297.9,511000,2804734.23,7980
2016-09-08,Vancouver Island/Coast,CAPITAL,133,130,2,1,,1,64,41,1,20,3,1,1,1,,,,79423612,597170,525000,1252294.97,8000
2016-09-15,Vancouver Island/Coast,CAPITAL,225,223,6,1,3,6,123,65,1,18,1,,,1,,1,,157909783,701821.3,506000,2790387.32,7700
2016-09-22,Vancouver Island/Coast,CAPITAL,496,482,8,3,,12,175,129,3,152,8,5,2,1,2,2,2,327488784,660259.6,504404.8,5761493.78,7800
2016-09-01,Vancouver Island/Coast,COMOX VALLEY,50,49,1,,,,36,10,1,1,1,,,1,,,,18213220,364264.4,292500,257500.7,3736.5
2016-09-08,Vancouver Island/Coast,COMOX VALLEY,41,39,3,,,,27,5,,4,1,,1,,1,,,17847700,435309.8,340000,272828,4400
2016-09-15,Vancouver Island/Coast,COMOX VALLEY,53,52,3,1,,1,30,15,,2,1,1,,,,,,18238800,344128.3,320000,245065.5,4140
2016-09-22,Vancouver Island/Coast,COMOX VALLEY,103,98,6,,,1,54,13,1,23,1,1,,,,1,3,39430231,382817.8,346000,585645.94,4900
2016-09-01,Vancouver Island/Coast,COWICHAN VALLEY,42,38,3,,,1,31,2,,1,2,1,1,,1,1,,13437269,319935,291447.5,188431.41,3828.95
2016-09-08,Vancouver Island/Coast,COWICHAN VALLEY,37,34,4,,1,,23,1,1,4,3,3,,,,,,18174902,491213.6,380000,288801.5,4900
2016-09-15,Vancouver Island/Coast,COWICHAN VALLEY,39,38,9,,,,22,5,1,1,1,,1,,,,,12980428,332831.5,295542.6,179622,3400
2016-09-22,Vancouver Island/Coast,COWICHAN VALLEY,125,117,6,,1,1,59,16,,34,7,4,1,2,1,,,46529288,372234.3,329900,675124.87,4300
2016-09-01,Vancouver Island/Coast,NANAIMO,135,130,8,1,1,3,79,20,4,14,3,1,1,1,1,,1,52172293,386461.4,322000,751775.08,3980
2016-09-08,Vancouver Island/Coast,NANAIMO,88,86,6,1,1,2,49,16,3,8,2,,,2,,,,31468662,357598.4,337500,435045.6,4539
2016-09-15,Vancouver Island/Coast,NANAIMO,128,124,6,,,,75,22,1,20,3,3,,,,,1,46114691,360271,310000,623039.11,3955
2016-09-22,Vancouver Island/Coast,NANAIMO,284,267,8,1,,,142,40,3,73,14,5,9,,3,,,113074451,398149.5,341000,1738487.59,4650
2016-09-01,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,15,13,,,,,12,1,,,2,,,2,,,,4094650,272976.7,235000,54382.25,2700
2016-09-08,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,12,12,3,,,1,8,,,,,,,,,,,2871900,239325,220000,35898,2400
2016-09-15,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,16,16,1,,,,13,2,,,,,,,,,,3533400,220837.5,215000,36130,1842.5
2016-09-22,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,46,45,2,,,,28,5,,10,1,1,,,,,,11644150,253133.7,239500,149151,2680
2016-09-01,Vancouver Island/Coast,STRATHCONA,22,22,3,,,,18,1,,,,,,,,,,6583050,299229.5,317000,75095,3300
2016-09-08,Vancouver Island/Coast,STRATHCONA,21,21,,,,,18,2,,1,,,,,,,,5408778,257560.8,267500,60299.55,3118
2016-09-15,Vancouver Island/Coast,STRATHCONA,32,32,2,1,,,22,5,,2,,,,,,,,8836350,276135.9,286000,104270,3055
2016-09-22,Vancouver Island/Coast,STRATHCONA,84,81,2,2,,,43,13,,21,2,2,,,1,,,24554343,292313.6,265000,331741.36,3250
